"State / Measuring network";"Station code";"Station name";"Station setting";"Station type";"Annual mean value in µg/m³";"Number of daily mean values above 50 µg/m³"
"Mecklenburg-West Pomerania";DEMV023;Schwerin-Obotritenring;"urban area";traffic;18;1
"Lower Saxony";DENI048;"Hannover Verkehr";"urban area";traffic;26;12
"Lower Saxony";DENI067;Osnabrück-Verkehr;"urban area";traffic;30;30
"Lower Saxony";DENI068;Göttingen-Verkehr;"urban area";traffic;27;16
"Lower Saxony";DENI073;Celle-Verkehr;"urban area";traffic;20;4
"Lower Saxony";DENI075;Braunschweig-Verkehr;"urban area";traffic;24;3
"North Rhine-Westphalia";DENW043;"Essen-Ost Steeler Straße";"urban area";traffic;27;13
"North Rhine-Westphalia";DENW082;"Düsseldorf Corneliusstraße";"urban area";traffic;36;49
"North Rhine-Westphalia";DENW100;"Mönchengladbach Düsseldorfer Straße";"urban area";traffic;23;16
"North Rhine-Westphalia";DENW101;"Dortmund Steinstraße";"urban area";traffic;29;19
"North Rhine-Westphalia";DENW112;"Duisburg Kardinal-Galen-Straße";"urban area";traffic;29;24
"North Rhine-Westphalia";DENW133;"Hagen Graf-von-Galen-Ring";"urban area";traffic;32;32
"North Rhine-Westphalia";DENW186;"Bielefeld Stapenhorststraße 59";"urban area";traffic;25;11
"North Rhine-Westphalia";DENW189;"Wuppertal Gathe";"urban area";traffic;29;25
"North Rhine-Westphalia";DENW199;"Münster Weseler Straße 22";"urban area";traffic;34;38
"North Rhine-Westphalia";DENW207;"Aachen Wilhelmstraße";"urban area";traffic;29;28
"North Rhine-Westphalia";DENW212;"Köln Turiner Straße";"urban area";traffic;27;18
"North Rhine-Westphalia";DENW221;"Witten Ardeystraße";"urban area";traffic;27;15
"North Rhine-Westphalia";DENW222;"Halle (Westfalen) Lange Straße";"urban area";traffic;30;23
"North Rhine-Westphalia";DENW223;"Hürth Luxemburger Straße";"urban area";traffic;31;24
"North Rhine-Westphalia";DENW225;"Gevelsberg Hagener Straße";"urban area";traffic;29;24
Rhineland-Palatinate;DERP010;Mainz-Parcusstraße;"urban area";traffic;28;23
Rhineland-Palatinate;DERP018;Speyer-St.-Guido-Stifts-Platz;"urban area";traffic;20;8
Rhineland-Palatinate;DERP020;Trier-Ostallee;"urban area";traffic;21;7
Rhineland-Palatinate;DERP023;Worms-Hagenstraße;"urban area";traffic;22;9
Rhineland-Palatinate;DERP024;Koblenz-Friedrich-Ebert-Ring;"urban area";traffic;18;1
Rhineland-Palatinate;DERP035;Kaiserslautern-Marienplatz;"urban area";traffic;18;4
Rhineland-Palatinate;DERP041;Ludwigshafen-Heinigstraße;"urban area";traffic;24;14
Rhineland-Palatinate;DERP045;"Koblenz-Hohenfelder Straße";"urban area";traffic;21;5
Rhineland-Palatinate;DERP046;Neuwied-Hermannstraße;"urban area";traffic;19;6
Saarland;DESL020;Saarbrücken-Verkehr;"urban area";traffic;22;7
Schleswig-Holstein;DESH022;Flensburg;"urban area";traffic;21;4
Schleswig-Holstein;DESH025;"Itzehoe Lindenstr.";"urban area";traffic;23;5
Schleswig-Holstein;DESH026;"Lübeck Gr. Burgstr.";"urban area";traffic;19;3
Schleswig-Holstein;DESH027;"Kiel-Bahnhofstr. Verk.";"urban area";traffic;23;5
Schleswig-Holstein;DESH028;Ratzeburg;"urban area";traffic;27;23
Schleswig-Holstein;DESH034;"Pinneberg Damm";"urban area";traffic;21;4
Saxony;DESN006;Borna;"urban area";traffic;24;10
Saxony;DESN020;Görlitz;"urban area";traffic;28;21
Saxony;DESN025;Leipzig-Mitte;"urban area";traffic;34;39
Saxony;DESN060;Chemnitz-Nord;"urban area";traffic;22;6
Saxony;DESN061;Dresden-Nord;"urban area";traffic;33;35
Saxony;DESN075;Plauen-Süd;"urban area";traffic;23;6
Saxony;DESN077;"Leipzig Lützner Str.";"urban area";traffic;31;32
Saxony;DESN083;"Chemnitz-Leipziger Str.";"urban area";traffic;28;19
Saxony;DESN084;Dresden-Bergstr.;"urban area";traffic;29;21
Saxony;DESN091;"Zwickau-Werdauer Str.";"urban area";traffic;23;10
Saxony-Anhalt;DEST057;Magdeburg/Südost;"urban area";traffic;19;3
Saxony-Anhalt;DEST075;"Halle/Merseburger Strasse";"urban area";traffic;25;16
Saxony-Anhalt;DEST076;Magdeburg/Damaschkeplatz;"urban area";traffic;26;14
Saxony-Anhalt;DEST081;Weißenfels/Promenade;"urban area";traffic;21;11
Saxony-Anhalt;DEST091;"Dessau Albrechtsplatz";"urban area";traffic;22;4
Saxony-Anhalt;DEST092;"Wittenberg/Dessauer Strasse";"urban area";traffic;27;18
Saxony-Anhalt;DEST095;Aschersleben;"urban area";traffic;28;25
Saxony-Anhalt;DEST099;Magdeburg/Reuterallee;"urban area";traffic;29;24
Saxony-Anhalt;DEST100;Wernigerode/Nöschenröder-Strasse;"urban area";traffic;21;4
Saxony-Anhalt;DEST101;Halberstadt/Friedenstrasse;"urban area";traffic;28;18
Thuringia;DETH039;"Weimar Sophienstiftsplatz";"urban area";traffic;25;8
Thuringia;DETH043;"Erfurt Bergstr.";"urban area";traffic;27;11
Thuringia;DETH072;"Suhl F.-König-Str";"urban area";traffic;21;3
Thuringia;DETH081;"Erfurt Heinrichstr";"urban area";traffic;27;9
Thuringia;DETH082;"Jena Camburger Str.";"urban area";traffic;26;16
Thuringia;DETH083;"Weimar Steubenstr.";"urban area";traffic;35;48
Thuringia;DETH084;"Weimar K.-Liebknecht-Str.";"urban area";traffic;28;20
Thuringia;DETH087;"Zella-Mehlis Bahnhofstr.";"urban area";traffic;21;1
Thuringia;DETH088;"Nordhausen Grimmelallee";"urban area";traffic;23;5
Thuringia;DETH089;"Gera Theaterstr.";"urban area";traffic;26;12
Hamburg;DEHH015;"Hamburg Veddel";"urban area";industry;22;5
Hamburg;DEHH016;"Hamburg Billbrook";"urban area";industry;23;4
Hamburg;DEHH072;"Hamburg Finkenwerder West";"urban area";industry;22;9
"North Rhine-Westphalia";DENW021;Bottrop-Welheim;"urban area";industry;28;14
"North Rhine-Westphalia";DENW034;Duisburg-Walsum;"urban area";industry;29;25
"North Rhine-Westphalia";DENW102;Duisburg-Bruckhausen;"urban area";industry;32;30
"North Rhine-Westphalia";DENW115;Krefeld-Stahldorf;"urban area";industry;30;26
"North Rhine-Westphalia";DENW117;Bochum-Stahlhausen;"urban area";industry;26;12
"North Rhine-Westphalia";DENW131;"Duisburg Kiebitzmühlenstraße";"urban area";industry;34;25
"North Rhine-Westphalia";DENW194;"Duisburg-Hüttenheim Klettenweg";"urban area";industry;28;22
"North Rhine-Westphalia";DENW245;"Stolberg Heinrich-Böll-Platz";"urban area";industry;30;32
"North Rhine-Westphalia";DENW246;"Lünen Viktoriastraße";"urban area";industry;25;12
"North Rhine-Westphalia";DENW254;"Duisburg Bergstraße 48";"urban area";industry;31;28
Rhineland-Palatinate;DERP003;Ludwigshafen-Mundenheim;"urban area";industry;22;11
Saarland;DESL003;"Dillingen City";"urban area";industry;19;5
Brandenburg;DEBB021;Potsdam-Zentrum;"urban area";background;22;12
Brandenburg;DEBB064;Cottbus;"urban area";background;23;15
Berlin;DEBE010;"Berlin Wedding";"urban area";background;22;9
Berlin;DEBE018;"Berlin Schöneberg";"urban area";background;22;10
Berlin;DEBE034;"Berlin Neukölln";"urban area";background;26;10
Berlin;DEBE068;"Berlin Mitte";"urban area";background;25;9
Baden-Württemberg;DEBW006;Mannheim-Mitte;"urban area";background;22;10
Baden-Württemberg;DEBW007;Mannheim-Süd;"urban area";background;21;9
Baden-Württemberg;DEBW009;Heidelberg;"urban area";background;19;6
Baden-Württemberg;DEBW013;"Stuttgart-Bad Cannstatt";"urban area";background;19;11
Baden-Württemberg;DEBW015;Heilbronn;"urban area";background;21;12
Baden-Württemberg;DEBW019;Ulm;"urban area";background;18;7
Baden-Württemberg;DEBW027;Reutlingen;"urban area";background;19;6
Baden-Württemberg;DEBW033;Pforzheim;"urban area";background;18;7
Baden-Württemberg;DEBW038;Friedrichshafen;"urban area";background;17;9
Baden-Württemberg;DEBW052;Konstanz;"urban area";background;20;12
Baden-Württemberg;DEBW081;Karlsruhe-Nordwest;"urban area";background;18;7
Baden-Württemberg;DEBW084;Freiburg;"urban area";background;15;6
Bavaria;DEBY003;"Aschaffenburg/Schweinheimer Straße";"urban area";background;21;9
Bavaria;DEBY007;Augsburg/Bourges-Platz;"urban area";background;21;12
Bavaria;DEBY009;Bamberg/Löwenbrücke;"urban area";background;23;9
Bavaria;DEBY032;Kulmbach/Konrad-Adenauer-Straße;"urban area";background;20;4
Bavaria;DEBY039;München/Lothstraße;"urban area";background;22;11
Bavaria;DEBY052;Neu-Ulm/Gabelsbergerstraße;"urban area";background;23;12
Bavaria;DEBY068;Schweinfurt/Obertor;"urban area";background;20;4
Bavaria;DEBY075;"Weiden i.d.OPf./Nikolaistraße";"urban area";background;20;3
Bavaria;DEBY118;Passau/Stelzhamerstraße;"urban area";background;23;11
Bremen;DEHB001;Bremen-Mitte;"urban area";background;18;5
Bremen;DEHB003;Bremen-West;"urban area";background;22;6
Bremen;DEHB004;Bremen-Nord;"urban area";background;19;5
Bremen;DEHB005;Bremerhaven-Hansastraße;"urban area";background;18;0
Hesse;DEHE001;Darmstadt;"urban area";background;17;4
Hesse;DEHE005;Frankfurt-Höchst;"urban area";background;21;7
Hesse;DEHE008;"Frankfurt Ost";"urban area";background;20;6
Hesse;DEHE009;Frankfurt-Sindlingen;"urban area";background;21;6
Hesse;DEHE011;Hanau;"urban area";background;19;6
Hesse;DEHE013;"Kassel Mitte";"urban area";background;20;6
Hesse;DEHE018;Raunheim;"urban area";background;18;5
Hesse;DEHE020;Wetzlar;"urban area";background;27;13
Hesse;DEHE022;"Wiesbaden Süd";"urban area";background;19;3
Hesse;DEHE030;Marburg;"urban area";background;18;3
Hesse;DEHE032;Bebra;"urban area";background;18;2
Hesse;DEHE044;Limburg;"urban area";background;17;2
Hesse;DEHE045;Michelstadt;"urban area";background;17;3
Hesse;DEHE058;Fulda-Mitte;"urban area";background;17;5
Hamburg;DEHH008;"Hamburg Sternschanze";"urban area";background;24;7
Hamburg;DEHH033;"Hamburg Flughafen Nord";"urban area";background;18;3
Hamburg;DEHH059;"Hamburg Wilhelmsburg";"urban area";background;24;4
Hamburg;DEHH074;"Hamburg Billstedt";"urban area";background;21;5
Hamburg;DEHH076;"Hamburg Heimfeld";"urban area";background;18;4
"Mecklenburg-West Pomerania";DEMV019;Güstrow;"urban area";background;15;1
"Mecklenburg-West Pomerania";DEMV021;Rostock-Warnemünde;"urban area";background;14;1
"Lower Saxony";DENI038;Osnabrück;"urban area";background;18;6
"Lower Saxony";DENI054;Hannover;"urban area";background;19;7
"North Rhine-Westphalia";DENW008;Dortmund-Eving;"urban area";background;26;16
"North Rhine-Westphalia";DENW024;Essen-Vogelheim;"urban area";background;28;16
"North Rhine-Westphalia";DENW038;Mülheim-Styrum;"urban area";background;25;14
"North Rhine-Westphalia";DENW042;Krefeld-Linn;"urban area";background;23;10
"North Rhine-Westphalia";DENW053;Köln-Chorweiler;"urban area";background;22;16
"North Rhine-Westphalia";DENW067;Bielefeld-Ost;"urban area";background;22;10
"North Rhine-Westphalia";DENW071;Düsseldorf-Lörick;"urban area";background;24;11
"North Rhine-Westphalia";DENW094;Aachen-Burtscheid;"urban area";background;18;2
"North Rhine-Westphalia";DENW095;Münster-Geist;"urban area";background;21;4
"North Rhine-Westphalia";DENW114;Wuppertal-Langerfeld;"urban area";background;22;5
"North Rhine-Westphalia";DENW179;Schwerte;"urban area";background;22;8
Rhineland-Palatinate;DERP001;Ludwigshafen-Oppau;"urban area";background;18;7
Rhineland-Palatinate;DERP007;Mainz-Mombach;"urban area";background;16;3
Rhineland-Palatinate;DERP008;Mainz-Goetheplatz;"urban area";background;18;4
Rhineland-Palatinate;DERP009;Mainz-Zitadelle;"urban area";background;22;9
Rhineland-Palatinate;DERP021;Neuwied-Hafenstraße;"urban area";background;18;4
Rhineland-Palatinate;DERP022;"Bad Kreuznach-Bosenheimer Straße";"urban area";background;17;2
Rhineland-Palatinate;DERP025;Wörth-Marktplatz;"urban area";background;16;6
Rhineland-Palatinate;DERP042;"Pirmasens Schäferstr.";"urban area";background;19;7
Saarland;DESL010;Saarbrücken-Burbach;"urban area";background;19;3
Saarland;DESL012;Saarbrücken-City;"urban area";background;20;6
Saarland;DESL017;"Völklingen-City Stadionstr.";"urban area";background;17;1
Schleswig-Holstein;DESH023;"Lübeck-St. Jürgen";"urban area";background;22;4
Schleswig-Holstein;DESH033;Kiel-Max-Planck-Str.;"urban area";background;20;4
Schleswig-Holstein;DESH035;"Brunsbüttel-Cuxhavener Straße";"urban area";background;25;8
Saxony;DESN004;Bautzen;"urban area";background;21;5
Saxony;DESN011;Chemnitz-Mitte;"urban area";background;19;2
Saxony;DESN012;Delitzsch;"urban area";background;20;5
Saxony;DESN017;Freiberg;"urban area";background;22;5
Saxony;DESN019;Glauchau;"urban area";background;21;4
Saxony;DESN024;Klingenthal;"urban area";background;16;2
Saxony;DESN050;Hoyerswerda;"urban area";background;21;6
Saxony;DESN092;Dresden-Winckelmannstr.;"urban area";background;23;1
Saxony-Anhalt;DEST011;Wernigerode/Bahnhof;"urban area";background;18;2
Saxony-Anhalt;DEST028;Zeitz;"urban area";background;19;5
Saxony-Anhalt;DEST063;Stendal;"urban area";background;20;3
Saxony-Anhalt;DEST066;Wittenberg/Bahnstrasse;"urban area";background;20;3
Saxony-Anhalt;DEST077;Magdeburg/West;"urban area";background;15;1
Thuringia;DETH005;Saalfeld;"urban area";background;21;7
Thuringia;DETH009;"Gera Friedericistr.";"urban area";background;21;5
Thuringia;DETH011;"Altenburg Theaterplatz";"urban area";background;22;6
Thuringia;DETH013;"Eisenach Werneburgstr.";"urban area";background;20;5
Thuringia;DETH018;Nordhausen;"urban area";background;22;6
Thuringia;DETH020;"Erfurt Krämpferstr.";"urban area";background;22;7
Thuringia;DETH025;Meiningen;"urban area";background;18;4
Thuringia;DETH036;"Greiz Mollbergstr.";"urban area";background;21;7
Thuringia;DETH041;"Jena Dammstr.";"urban area";background;18;6
Thuringia;DETH060;Zella-Mehlis;"urban area";background;23;4
Thuringia;DETH086;"Suhl Adlersbergstr.";"urban area";background;15;1
Baden-Württemberg;DEBW040;Waldshut;"suburban area";traffic;17;6
Baden-Württemberg;DEBW125;"Pfinztal Karlsruher Straße";"suburban area";traffic;27;14
Baden-Württemberg;DEBW128;"Mühlacker Stuttgarter Straße";"suburban area";traffic;28;23
Baden-Württemberg;DEBW133;"Ilsfeld König-Wilhelm-Straße";"suburban area";traffic;30;34
Baden-Württemberg;DEBW141;"Wiesloch Baiertaler Straße (S)";"suburban area";traffic;30;35
Baden-Württemberg;DEBW142;"Markgröningen Grabenstraße";"suburban area";traffic;32;43
Baden-Württemberg;DEBW145;"Heidenheim Wilhelmstraße";"suburban area";traffic;26;18
Baden-Württemberg;DEBW148;"Ingersheim Tiefengasse";"suburban area";traffic;28;22
Baden-Württemberg;DEBW149;"Urbach Hauptstraße";"suburban area";traffic;27;23
Baden-Württemberg;DEBW150;"Murg Hauptstraße";"suburban area";traffic;24;19
Baden-Württemberg;DEBW154;"Freiberg Benninger Straße";"suburban area";traffic;32;55
"Lower Saxony";DENI071;Barbis-Verkehr;"suburban area";traffic;22;5
"Lower Saxony";DENI072;Burgdorf-Verkehr;"suburban area";traffic;23;6
Brandenburg;DEBB026;Spremberg-Süd;"suburban area";industry;23;13
Brandenburg;DEBB029;"Schwedt (Oder)";"suburban area";industry;20;7
Brandenburg;DEBB032;Eisenhüttenstadt;"suburban area";industry;21;12
Baden-Württemberg;DEBW005;Mannheim-Nord;"suburban area";industry;19;7
Baden-Württemberg;DEBW022;Kehl;"suburban area";industry;19;9
"Lower Saxony";DENI053;Südoldenburg;"suburban area";industry;19;4
"North Rhine-Westphalia";DENW058;Hürth;"suburban area";industry;22;7
"North Rhine-Westphalia";DENW116;"Krefeld (Hafen)";"suburban area";industry;35;68
"North Rhine-Westphalia";DENW129;"Datteln Bahnhof";"suburban area";industry;26;15
"North Rhine-Westphalia";DENW180;Grevenbroich-Gustorf;"suburban area";industry;26;24
"North Rhine-Westphalia";DENW227;Lünen-Alstedde;"suburban area";industry;25;15
Saxony-Anhalt;DEST015;Bitterfeld/Wolfen;"suburban area";industry;21;4
Saxony-Anhalt;DEST090;Leuna;"suburban area";industry;20;5
Saxony-Anhalt;DEST097;"Hettstedt Industrie";"suburban area";industry;17;2
Brandenburg;DEBB007;"Elsterwerda, 1992-2020";"suburban area";background;21;5
Brandenburg;DEBB042;"Frankfurt (Oder), 1997-2014";"suburban area";background;26;22
Brandenburg;DEBB048;Neuruppin;"suburban area";background;20;4
Brandenburg;DEBB055;"Brandenburg a.d. Havel";"suburban area";background;19;4
Brandenburg;DEBB063;Wittenberge;"suburban area";background;18;2
Brandenburg;DEBB067;Nauen;"suburban area";background;24;10
Brandenburg;DEBB075;"Potsdam, Groß Glienicke";"suburban area";background;18;6
Brandenburg;DEBB082;"Königs Wusterhausen";"suburban area";background;23;7
Berlin;DEBE051;"Berlin Buch";"suburban area";background;20;6
Baden-Württemberg;DEBW010;Wiesloch;"suburban area";background;17;3
Baden-Württemberg;DEBW023;"Weil am Rhein";"suburban area";background;17;6
Baden-Württemberg;DEBW024;Ludwigsburg;"suburban area";background;19;7
Baden-Württemberg;DEBW026;Plochingen;"suburban area";background;18;6
Baden-Württemberg;DEBW029;Aalen;"suburban area";background;17;7
Baden-Württemberg;DEBW034;Waiblingen;"suburban area";background;18;6
Baden-Württemberg;DEBW037;Freudenstadt;"suburban area";background;11;1
Baden-Württemberg;DEBW039;Villingen-Schwenningen;"suburban area";background;15;3
Baden-Württemberg;DEBW042;Bernhausen;"suburban area";background;20;11
Baden-Württemberg;DEBW046;Biberach;"suburban area";background;16;3
Baden-Württemberg;DEBW056;"Schwäbisch Hall";"suburban area";background;18;5
Baden-Württemberg;DEBW059;Tauberbischofsheim;"suburban area";background;16;3
Baden-Württemberg;DEBW073;Neuenburg;"suburban area";background;19;13
Baden-Württemberg;DEBW076;Baden-Baden;"suburban area";background;14;3
Baden-Württemberg;DEBW107;Tübingen;"suburban area";background;17;8
Baden-Württemberg;DEBW110;Pfullendorf;"suburban area";background;17;4
Baden-Württemberg;DEBW111;Offenburg;"suburban area";background;17;7
Baden-Württemberg;DEBW112;Gärtringen;"suburban area";background;17;8
Bavaria;DEBY002;Arzberg/Egerstraße;"suburban area";background;19;5
Bavaria;DEBY004;"Kleinwallstadt/Hofstetter Straße";"suburban area";background;20;7
Bavaria;DEBY005;Aschaffenburg/Bussardweg;"suburban area";background;20;7
Bavaria;DEBY012;"Burghausen/Marktler Straße";"suburban area";background;22;11
Bavaria;DEBY020;Hof/LfU;"suburban area";background;19;2
Bavaria;DEBY030;"Saal a.d. Donau/Regensburger Straße";"suburban area";background;20;5
Bavaria;DEBY031;"Kempten (Allgäu)/Westendstraße";"suburban area";background;19;14
Bavaria;DEBY062;"Regen/Bodenmaiser Straße";"suburban area";background;19;4
Bavaria;DEBY067;"Schwandorf/Wackersdorfer Straße";"suburban area";background;20;3
Bavaria;DEBY088;Trostberg/Schwimmbadstraße;"suburban area";background;19;10
Bavaria;DEBY089;München/Johanneskirchen;"suburban area";background;20;13
Bavaria;DEBY093;Sulzbach-Rosenberg/Lohe;"suburban area";background;20;3
Bavaria;DEBY099;Augsburg/LfU;"suburban area";background;19;9
Bavaria;DEBY113;Erlangen/Kraepelinstraße;"suburban area";background;18;4
"Mecklenburg-West Pomerania";DEMV007;Rostock-Stuthof;"suburban area";background;15;2
"Mecklenburg-West Pomerania";DEMV018;Zarrentin;"suburban area";background;17;12
"Lower Saxony";DENI011;Braunschweig;"suburban area";background;17;3
"Lower Saxony";DENI016;Oker/Harlingerode;"suburban area";background;14;1
"Lower Saxony";DENI020;Wolfsburg;"suburban area";background;17;3
"Lower Saxony";DENI028;Eichsfeld;"suburban area";background;16;2
"Lower Saxony";DENI029;Ostfriesland;"suburban area";background;19;5
"Lower Saxony";DENI041;Weserbergland;"suburban area";background;19;6
"Lower Saxony";DENI042;Göttingen;"suburban area";background;15;1
"Lower Saxony";DENI043;Emsland;"suburban area";background;17;1
"Lower Saxony";DENI052;Allertal;"suburban area";background;18;3
"Lower Saxony";DENI062;"Lüneburger Heide";"suburban area";background;16;4
"North Rhine-Westphalia";DENW002;Datteln-Hagem;"suburban area";background;24;10
"North Rhine-Westphalia";DENW006;Lünen-Niederaden;"suburban area";background;23;9
"North Rhine-Westphalia";DENW022;Gelsenkirchen-Bismarck;"suburban area";background;26;14
"North Rhine-Westphalia";DENW029;Hattingen-Blankenstein;"suburban area";background;21;8
"North Rhine-Westphalia";DENW030;Wesel-Feldmark;"suburban area";background;22;10
"North Rhine-Westphalia";DENW040;Duisburg-Buchholz;"suburban area";background;23;16
"North Rhine-Westphalia";DENW059;Köln-Rodenkirchen;"suburban area";background;20;4
"North Rhine-Westphalia";DENW062;Bonn-Auerberg;"suburban area";background;24;11
"North Rhine-Westphalia";DENW078;Ratingen-Tiefenbroich;"suburban area";background;21;7
"North Rhine-Westphalia";DENW079;Leverkusen-Manfort;"suburban area";background;21;6
"North Rhine-Westphalia";DENW080;Solingen-Wald;"suburban area";background;20;8
"North Rhine-Westphalia";DENW096;Mönchengladbach-Rheydt;"suburban area";background;23;12
"North Rhine-Westphalia";DENW132;"Siegen Haardter Berg";"suburban area";background;19;4
Saarland;DESL013;Saarlouis-Fraulautern;"suburban area";background;20;8
