"State / Measuring network";"Station code";"Station name";"Station setting";"Station type";"Annual mean value in µg/m³";"Number of daily mean values above 50 µg/m³"
Thuringia;DETH039;"Weimar Sophienstiftsplatz";"urban area";traffic;30;35
Thuringia;DETH043;"Erfurt Bergstr.";"urban area";traffic;31;40
Thuringia;DETH072;"Suhl F.-König-Str";"urban area";traffic;25;2
Thuringia;DETH074;"Jena Emil-Wölk-Str.";"urban area";traffic;27;19
Thuringia;DETH075;"Jena Westbahnhofstr.";"urban area";traffic;30;29
Thuringia;DETH081;"Erfurt Heinrichstr";"urban area";traffic;34;49
Hamburg;DEHH015;"Hamburg Veddel";"urban area";industry;28;24
Hamburg;DEHH016;"Hamburg Billbrook";"urban area";industry;25;14
Hamburg;DEHH072;"Hamburg Finkenwerder West";"urban area";industry;22;12
"North Rhine-Westphalia";DENW021;Bottrop-Welheim;"urban area";industry;30;16
"North Rhine-Westphalia";DENW034;Duisburg-Walsum;"urban area";industry;29;36
"North Rhine-Westphalia";DENW102;Duisburg-Bruckhausen;"urban area";industry;40;81
"North Rhine-Westphalia";DENW106;Duisburg-Hüttenheim;"urban area";industry;34;48
"North Rhine-Westphalia";DENW111;Duisburg-Angerhausen;"urban area";industry;33;55
"North Rhine-Westphalia";DENW115;Krefeld-Stahldorf;"urban area";industry;29;24
"North Rhine-Westphalia";DENW131;"Duisburg Kiebitzmühlenstraße";"urban area";industry;37;83
"North Rhine-Westphalia";DENW174;Witten-Mitte;"urban area";industry;28;4
Rhineland-Palatinate;DERP003;Ludwigshafen-Mundenheim;"urban area";industry;25;19
Saarland;DESL003;"Dillingen City";"urban area";industry;23;4
Brandenburg;DEBB021;Potsdam-Zentrum;"urban area";background;25;22
Brandenburg;DEBB024;Senftenberg;"urban area";background;24;22
Brandenburg;DEBB064;Cottbus;"urban area";background;26;27
Berlin;DEBE010;"Berlin Wedding";"urban area";background;26;21
Berlin;DEBE018;"Berlin Schöneberg";"urban area";background;25;21
Berlin;DEBE034;"Berlin Neukölln";"urban area";background;28;31
Berlin;DEBE068;"Berlin Mitte";"urban area";background;29;27
Baden-Württemberg;DEBW006;Mannheim-Mitte;"urban area";background;26;22
Baden-Württemberg;DEBW007;Mannheim-Süd;"urban area";background;26;21
Baden-Württemberg;DEBW009;Heidelberg;"urban area";background;24;11
Baden-Württemberg;DEBW013;"Stuttgart-Bad Cannstatt";"urban area";background;24;12
Baden-Württemberg;DEBW015;Heilbronn;"urban area";background;26;22
Baden-Württemberg;DEBW019;Ulm;"urban area";background;25;18
Baden-Württemberg;DEBW027;Reutlingen;"urban area";background;20;8
Baden-Württemberg;DEBW032;Pforzheim-Mitte;"urban area";background;22;13
Baden-Württemberg;DEBW035;Böblingen;"urban area";background;20;9
Baden-Württemberg;DEBW038;Friedrichshafen;"urban area";background;23;14
Baden-Württemberg;DEBW052;Konstanz;"urban area";background;24;18
Baden-Württemberg;DEBW081;Karlsruhe-Nordwest;"urban area";background;21;9
Baden-Württemberg;DEBW084;Freiburg;"urban area";background;18;5
Bavaria;DEBY003;"Aschaffenburg/Schweinheimer Straße";"urban area";background;26;12
Bavaria;DEBY007;Augsburg/Bourges-Platz;"urban area";background;27;28
Bavaria;DEBY009;Bamberg/Löwenbrücke;"urban area";background;27;20
Bavaria;DEBY032;Kulmbach/Konrad-Adenauer-Straße;"urban area";background;25;12
Bavaria;DEBY039;München/Lothstraße;"urban area";background;25;24
Bavaria;DEBY052;Neu-Ulm/Gabelsbergerstraße;"urban area";background;29;34
Bavaria;DEBY058;Nürnberg/Muggenhof;"urban area";background;27;20
Bavaria;DEBY068;Schweinfurt/Obertor;"urban area";background;25;14
Bavaria;DEBY075;"Weiden i.d.OPf./Nikolaistraße";"urban area";background;26;22
Bavaria;DEBY118;Passau/Stelzhamerstraße;"urban area";background;27;13
Bremen;DEHB001;Bremen-Mitte;"urban area";background;23;5
Bremen;DEHB002;Bremen-Ost;"urban area";background;20;1
Bremen;DEHB003;Bremen-West;"urban area";background;24;13
Bremen;DEHB004;Bremen-Nord;"urban area";background;22;10
Bremen;DEHB005;Bremerhaven-Hansastraße;"urban area";background;22;6
Hesse;DEHE001;Darmstadt;"urban area";background;24;6
Hesse;DEHE005;Frankfurt-Höchst;"urban area";background;26;17
Hesse;DEHE008;"Frankfurt Ost";"urban area";background;25;15
Hesse;DEHE011;Hanau;"urban area";background;27;20
Hesse;DEHE018;Raunheim;"urban area";background;23;12
Hesse;DEHE020;Wetzlar;"urban area";background;30;24
Hesse;DEHE022;"Wiesbaden Süd";"urban area";background;24;10
Hesse;DEHE030;Marburg;"urban area";background;19;3
Hesse;DEHE032;Bebra;"urban area";background;23;10
Hesse;DEHE044;Limburg;"urban area";background;23;7
Hesse;DEHE045;Michelstadt;"urban area";background;21;7
Hamburg;DEHH008;"Hamburg Sternschanze";"urban area";background;29;29
Hamburg;DEHH033;"Hamburg Flughafen Nord";"urban area";background;22;9
Hamburg;DEHH054;"HH Bergedorf";"urban area";background;21;11
Hamburg;DEHH059;"Hamburg Wilhelmsburg";"urban area";background;23;10
Hamburg;DEHH074;"Hamburg Billstedt";"urban area";background;25;12
"Mecklenburg-West Pomerania";DEMV019;Güstrow;"urban area";background;19;4
"Lower Saxony";DENI038;Osnabrück;"urban area";background;24;13
"Lower Saxony";DENI054;Hannover;"urban area";background;26;20
"North Rhine-Westphalia";DENW008;Dortmund-Eving;"urban area";background;27;13
"North Rhine-Westphalia";DENW013;Schwerte;"urban area";background;23;9
"North Rhine-Westphalia";DENW024;Essen-Vogelheim;"urban area";background;28;20
"North Rhine-Westphalia";DENW038;Mülheim-Styrum;"urban area";background;27;10
"North Rhine-Westphalia";DENW042;Krefeld-Linn;"urban area";background;24;10
"North Rhine-Westphalia";DENW053;Köln-Chorweiler;"urban area";background;24;7
"North Rhine-Westphalia";DENW067;Bielefeld-Ost;"urban area";background;24;6
"North Rhine-Westphalia";DENW071;Düsseldorf-Lörick;"urban area";background;22;6
"North Rhine-Westphalia";DENW094;Aachen-Burtscheid;"urban area";background;19;2
"North Rhine-Westphalia";DENW095;Münster-Geist;"urban area";background;24;13
"North Rhine-Westphalia";DENW114;Wuppertal-Langerfeld;"urban area";background;23;3
Rhineland-Palatinate;DERP001;Ludwigshafen-Oppau;"urban area";background;21;12
Rhineland-Palatinate;DERP002;Ludwigshafen-Mitte;"urban area";background;23;15
Rhineland-Palatinate;DERP007;Mainz-Mombach;"urban area";background;18;8
Rhineland-Palatinate;DERP008;Mainz-Goetheplatz;"urban area";background;22;11
Rhineland-Palatinate;DERP009;Mainz-Zitadelle;"urban area";background;23;17
Rhineland-Palatinate;DERP019;Kaiserslautern-Rathausplatz;"urban area";background;20;6
Rhineland-Palatinate;DERP021;Neuwied-Hafenstraße;"urban area";background;23;8
Rhineland-Palatinate;DERP022;"Bad Kreuznach-Bosenheimer Straße";"urban area";background;20;6
Rhineland-Palatinate;DERP025;Wörth-Marktplatz;"urban area";background;20;8
Rhineland-Palatinate;DERP042;"Pirmasens Schäferstr.";"urban area";background;27;16
Saarland;DESL010;Saarbrücken-Burbach;"urban area";background;28;17
Saarland;DESL012;Saarbrücken-City;"urban area";background;24;8
Saarland;DESL017;"Völklingen-City Stadionstr.";"urban area";background;22;3
Schleswig-Holstein;DESH015;Itzehoe;"urban area";background;20;10
Schleswig-Holstein;DESH021;"Kiel Schauenburger Str.";"urban area";background;19;5
Schleswig-Holstein;DESH023;"Lübeck-St. Jürgen";"urban area";background;19;6
Saxony;DESN004;Bautzen;"urban area";background;26;21
Saxony;DESN011;Chemnitz-Mitte;"urban area";background;24;24
Saxony;DESN012;Delitzsch;"urban area";background;24;12
Saxony;DESN014;Dresden-Mitte;"urban area";background;35;78
Saxony;DESN017;Freiberg;"urban area";background;27;33
Saxony;DESN019;Glauchau;"urban area";background;28;25
Saxony;DESN024;Klingenthal;"urban area";background;22;9
Saxony;DESN050;Hoyerswerda;"urban area";background;24;20
Saxony-Anhalt;DEST011;Wernigerode/Bahnhof;"urban area";background;25;11
Saxony-Anhalt;DEST028;Zeitz;"urban area";background;23;16
Saxony-Anhalt;DEST063;Stendal;"urban area";background;27;18
Saxony-Anhalt;DEST066;Wittenberg/Bahnstrasse;"urban area";background;24;16
Thuringia;DETH005;Saalfeld;"urban area";background;24;16
Thuringia;DETH009;"Gera Friedericistr.";"urban area";background;28;31
Thuringia;DETH011;"Altenburg Theaterplatz";"urban area";background;25;27
Thuringia;DETH013;"Eisenach Werneburgstr.";"urban area";background;22;10
Thuringia;DETH018;Nordhausen;"urban area";background;22;16
Thuringia;DETH020;"Erfurt Krämpferstr.";"urban area";background;26;21
Thuringia;DETH025;Meiningen;"urban area";background;24;10
Thuringia;DETH036;"Greiz Mollbergstr.";"urban area";background;23;16
Thuringia;DETH041;"Jena Dammstr.";"urban area";background;23;9
Thuringia;DETH060;Zella-Mehlis;"urban area";background;21;4
Brandenburg;DEBB070;"Freienhufen, Hauptstr.";"suburban area";traffic;26;22
Baden-Württemberg;DEBW040;Waldshut;"suburban area";traffic;23;9
Brandenburg;DEBB026;Spremberg-Süd;"suburban area";industry;25;16
Brandenburg;DEBB029;"Schwedt (Oder)";"suburban area";industry;25;23
Brandenburg;DEBB030;Premnitz;"suburban area";industry;21;8
Brandenburg;DEBB032;Eisenhüttenstadt;"suburban area";industry;25;21
Baden-Württemberg;DEBW005;Mannheim-Nord;"suburban area";industry;22;10
Baden-Württemberg;DEBW022;Kehl;"suburban area";industry;24;14
"Lower Saxony";DENI053;Südoldenburg;"suburban area";industry;27;25
"North Rhine-Westphalia";DENW037;Duisburg-Meiderich;"suburban area";industry;30;37
"North Rhine-Westphalia";DENW058;Hürth;"suburban area";industry;25;8
"North Rhine-Westphalia";DENW129;"Datteln Bahnhof";"suburban area";industry;29;14
"North Rhine-Westphalia";DENW142;Krefeld-Gellep-Stratum;"suburban area";industry;27;9
"North Rhine-Westphalia";DENW144;"Stolberg (EWV-Parkplatz)";"suburban area";industry;23;6
Saxony-Anhalt;DEST015;Bitterfeld/Wolfen;"suburban area";industry;25;12
Saxony-Anhalt;DEST080;Schkopau;"suburban area";industry;22;8
Saxony-Anhalt;DEST090;Leuna;"suburban area";industry;23;12
Saxony-Anhalt;DEST097;"Hettstedt Industrie";"suburban area";industry;22;14
Brandenburg;DEBB031;"Königs Wusterhausen,1993-2008";"suburban area";background;27;20
Brandenburg;DEBB042;"Frankfurt (Oder), 1997-2014";"suburban area";background;27;29
Brandenburg;DEBB043;Luckau;"suburban area";background;26;16
Brandenburg;DEBB048;Neuruppin;"suburban area";background;22;13
Brandenburg;DEBB052;"Potsdam-Michendorfer Chaussee";"suburban area";background;22;11
Brandenburg;DEBB055;"Brandenburg a.d. Havel";"suburban area";background;22;13
Brandenburg;DEBB063;Wittenberge;"suburban area";background;17;2
Brandenburg;DEBB067;Nauen;"suburban area";background;26;25
Berlin;DEBE051;"Berlin Buch";"suburban area";background;24;17
Baden-Württemberg;DEBW010;Wiesloch;"suburban area";background;22;12
Baden-Württemberg;DEBW023;"Weil am Rhein";"suburban area";background;21;7
Baden-Württemberg;DEBW024;Ludwigsburg;"suburban area";background;22;11
Baden-Württemberg;DEBW026;Plochingen;"suburban area";background;24;13
Baden-Württemberg;DEBW029;Aalen;"suburban area";background;23;16
Baden-Württemberg;DEBW034;Waiblingen;"suburban area";background;23;13
Baden-Württemberg;DEBW037;Freudenstadt;"suburban area";background;14;1
Baden-Württemberg;DEBW039;Villingen-Schwenningen;"suburban area";background;19;4
Baden-Württemberg;DEBW042;Bernhausen;"suburban area";background;26;21
Baden-Württemberg;DEBW046;Biberach;"suburban area";background;22;13
Baden-Württemberg;DEBW056;"Schwäbisch Hall";"suburban area";background;24;13
Baden-Württemberg;DEBW059;Tauberbischofsheim;"suburban area";background;21;13
Baden-Württemberg;DEBW073;Neuenburg;"suburban area";background;22;8
Baden-Württemberg;DEBW076;Baden-Baden;"suburban area";background;19;5
Baden-Württemberg;DEBW094;Isny;"suburban area";background;21;8
Baden-Württemberg;DEBW107;Tübingen;"suburban area";background;22;9
Baden-Württemberg;DEBW110;Pfullendorf;"suburban area";background;20;8
Baden-Württemberg;DEBW111;Offenburg;"suburban area";background;21;8
Bavaria;DEBY002;Arzberg/Egerstraße;"suburban area";background;27;24
Bavaria;DEBY004;"Kleinwallstadt/Hofstetter Straße";"suburban area";background;23;9
Bavaria;DEBY005;Aschaffenburg/Bussardweg;"suburban area";background;24;10
Bavaria;DEBY012;"Burghausen/Marktler Straße";"suburban area";background;27;28
Bavaria;DEBY020;Hof/LfU;"suburban area";background;24;21
Bavaria;DEBY030;"Saal a.d. Donau/Regensburger Straße";"suburban area";background;27;25
Bavaria;DEBY031;"Kempten (Allgäu)/Westendstraße";"suburban area";background;20;8
Bavaria;DEBY062;"Regen/Bodenmaiser Straße";"suburban area";background;20;7
Bavaria;DEBY067;"Schwandorf/Wackersdorfer Straße";"suburban area";background;27;30
Bavaria;DEBY088;Trostberg/Schwimmbadstraße;"suburban area";background;23;20
Bavaria;DEBY089;München/Johanneskirchen;"suburban area";background;24;18
Bavaria;DEBY093;Sulzbach-Rosenberg/Lohe;"suburban area";background;27;28
Bavaria;DEBY099;Augsburg/LfU;"suburban area";background;24;21
Bavaria;DEBY113;Erlangen/Kraepelinstraße;"suburban area";background;24;15
Hamburg;DEHH021;"Hamburg Tatenberg";"suburban area";background;21;11
"Mecklenburg-West Pomerania";DEMV007;Rostock-Stuthof;"suburban area";background;20;10
"Mecklenburg-West Pomerania";DEMV018;Zarrentin;"suburban area";background;21;9
"Lower Saxony";DENI011;Braunschweig;"suburban area";background;24;18
"Lower Saxony";DENI016;Oker/Harlingerode;"suburban area";background;20;10
"Lower Saxony";DENI020;Wolfsburg;"suburban area";background;23;13
"Lower Saxony";DENI028;Eichsfeld;"suburban area";background;22;11
"Lower Saxony";DENI029;Ostfriesland;"suburban area";background;26;20
"Lower Saxony";DENI041;Weserbergland;"suburban area";background;24;16
"Lower Saxony";DENI042;Göttingen;"suburban area";background;21;7
"Lower Saxony";DENI043;Emsland;"suburban area";background;24;21
"Lower Saxony";DENI052;Allertal;"suburban area";background;21;8
"Lower Saxony";DENI062;"Lüneburger Heide";"suburban area";background;23;11
"North Rhine-Westphalia";DENW002;Datteln-Hagem;"suburban area";background;24;16
"North Rhine-Westphalia";DENW006;Lünen-Niederaden;"suburban area";background;24;11
"North Rhine-Westphalia";DENW010;Unna-Königsborn;"suburban area";background;21;6
"North Rhine-Westphalia";DENW011;Dortmund-Hörde;"suburban area";background;23;9
"North Rhine-Westphalia";DENW022;Gelsenkirchen-Bismarck;"suburban area";background;27;12
"North Rhine-Westphalia";DENW028;"Essen-Schuir (LUA)";"suburban area";background;24;6
"North Rhine-Westphalia";DENW029;Hattingen-Blankenstein;"suburban area";background;23;7
"North Rhine-Westphalia";DENW030;Wesel-Feldmark;"suburban area";background;23;15
"North Rhine-Westphalia";DENW040;Duisburg-Buchholz;"suburban area";background;25;8
"North Rhine-Westphalia";DENW048;Düsseldorf-Reisholz;"suburban area";background;26;11
"North Rhine-Westphalia";DENW050;Dormagen-Horrem;"suburban area";background;24;7
"North Rhine-Westphalia";DENW059;Köln-Rodenkirchen;"suburban area";background;22;6
"North Rhine-Westphalia";DENW062;Bonn-Auerberg;"suburban area";background;23;4
"North Rhine-Westphalia";DENW078;Ratingen-Tiefenbroich;"suburban area";background;21;5
"North Rhine-Westphalia";DENW079;Leverkusen-Manfort;"suburban area";background;21;2
"North Rhine-Westphalia";DENW080;Solingen-Wald;"suburban area";background;21;7
"North Rhine-Westphalia";DENW096;Mönchengladbach-Rheydt;"suburban area";background;23;10
"North Rhine-Westphalia";DENW132;"Siegen Haardter Berg";"suburban area";background;20;0
Saarland;DESL013;Saarlouis-Fraulautern;"suburban area";background;20;3
Saxony;DESN045;Zittau-Ost;"suburban area";background;27;31
Saxony;DESN059;Leipzig-West;"suburban area";background;23;8
Saxony-Anhalt;DEST002;Burg;"suburban area";background;24;6
Saxony-Anhalt;DEST029;Bernburg;"suburban area";background;24;9
Saxony-Anhalt;DEST072;Halle/Ost;"suburban area";background;24;17
"North Rhine-Westphalia";DENW143;Elsdorf-Angelsdorf;"rural area";industry;29;12
Baden-Württemberg;DEBW030;"Welzheimer Wald";"rural area";background;16;4
Baden-Württemberg;DEBW103;Odenwald;"rural area";background;16;1
Hesse;DEHE024;Witzenhausen/Wald;"rural area";background;14;3
Hesse;DEHE028;Fürth/Odenwald;"rural area";background;16;3
Hesse;DEHE046;"Bad Arolsen";"rural area";background;17;5
Hesse;DEHE051;Wasserkuppe;"rural area";background;11;1
"Mecklenburg-West Pomerania";DEMV004;Gülzow;"rural area";background;21;9
"Mecklenburg-West Pomerania";DEMV012;Löcknitz;"rural area";background;21;14
"Mecklenburg-West Pomerania";DEMV017;Göhlen;"rural area";background;21;11
"Lower Saxony";DENI019;Solling;"rural area";background;16;4
"Lower Saxony";DENI031;Jadebusen;"rural area";background;21;11
"Lower Saxony";DENI051;Wurmberg;"rural area";background;12;0
"Lower Saxony";DENI058;"Ostfries. Inseln";"rural area";background;28;17
"Lower Saxony";DENI059;Elbmündung;"rural area";background;23;13
"Lower Saxony";DENI060;Wendland;"rural area";background;21;10
"Lower Saxony";DENI063;"Altes Land";"rural area";background;22;11
Rhineland-Palatinate;DERP013;Westpfalz-Waldmohr;"rural area";background;17;2
Rhineland-Palatinate;DERP014;Hunsrück-Leisel;"rural area";background;13;0
Rhineland-Palatinate;DERP015;"Westeifel Wascheid";"rural area";background;12;0
Rhineland-Palatinate;DERP016;Westerwald-Herdorf;"rural area";background;14;0
Rhineland-Palatinate;DERP017;Pfälzerwald-Hortenkopf;"rural area";background;13;2
Rhineland-Palatinate;DERP028;Westerwald-Neuhäusel;"rural area";background;13;0
UBA;DEUB001;Westerland;"rural area";background;20;7
UBA;DEUB005;Waldhof;"rural area";background;18;3
UBA;DEUB026;Ueckermünde;"rural area";background;15;1
UBA;DEUB028;Zingst;"rural area";background;17;5
UBA;DEUB029;Schmücke;"rural area";background;12;0
UBA;DEUB031;Lückendorf;"rural area";background;17;1
UBA;DEUB033;Melpitz;"rural area";background;18;3
UBA;DEUB035;Lehnmühle;"rural area";background;19;1
UBA;DEUB038;Aukrug;"rural area";background;20;4
