"State / Measuring network";"Station code";"Station name";"Station setting";"Station type";"Annual mean value in µg/m³";"Number of daily mean values above 50 µg/m³"
"Lower Saxony";DENI068;Göttingen-Verkehr;"urban area";traffic;26;26
"Lower Saxony";DENI075;Braunschweig-Verkehr;"urban area";traffic;28;27
"Lower Saxony";DENI076;"Oldenburg Verkehr";"urban area";traffic;22;22
"North Rhine-Westphalia";DENW043;"Essen-Ost Steeler Straße";"urban area";traffic;28;32
"North Rhine-Westphalia";DENW082;"Düsseldorf Corneliusstraße";"urban area";traffic;32;41
"North Rhine-Westphalia";DENW100;"Mönchengladbach Düsseldorfer Straße";"urban area";traffic;24;24
"North Rhine-Westphalia";DENW101;"Dortmund Steinstraße";"urban area";traffic;29;38
"North Rhine-Westphalia";DENW112;"Duisburg Kardinal-Galen-Straße";"urban area";traffic;28;36
"North Rhine-Westphalia";DENW133;"Hagen Graf-von-Galen-Ring";"urban area";traffic;32;43
"North Rhine-Westphalia";DENW134;"Essen Gladbecker Straße";"urban area";traffic;31;48
"North Rhine-Westphalia";DENW136;"Dortmund Brackeler Straße";"urban area";traffic;32;49
"North Rhine-Westphalia";DENW186;"Bielefeld Stapenhorststraße 59";"urban area";traffic;28;25
"North Rhine-Westphalia";DENW188;"Oberhausen Mülheimer Straße 117";"urban area";traffic;34;46
"North Rhine-Westphalia";DENW189;"Wuppertal Gathe";"urban area";traffic;28;24
"North Rhine-Westphalia";DENW201;"Bottrop Peterstraße";"urban area";traffic;33;43
"North Rhine-Westphalia";DENW203;"Herne Recklinghauser Straße";"urban area";traffic;36;67
"North Rhine-Westphalia";DENW204;"Bochum Herner Straße";"urban area";traffic;30;32
"North Rhine-Westphalia";DENW207;"Aachen Wilhelmstraße";"urban area";traffic;28;34
"North Rhine-Westphalia";DENW208;"Gelsenkirchen Kurt-Schumacher-Straße";"urban area";traffic;41;79
"North Rhine-Westphalia";DENW211;"Köln Clevischer Ring";"urban area";traffic;31;25
"North Rhine-Westphalia";DENW212;"Köln Turiner Straße";"urban area";traffic;25;22
"North Rhine-Westphalia";DENW259;"Mönchengladbach Friedrich-Ebert-Straße";"urban area";traffic;31;42
"North Rhine-Westphalia";DENW260;"Münster Weseler Straße";"urban area";traffic;30;22
"North Rhine-Westphalia";DENW292;"Schwerte Hörder Straße";"urban area";traffic;33;42
Rhineland-Palatinate;DERP010;Mainz-Parcusstraße;"urban area";traffic;27;37
Rhineland-Palatinate;DERP011;Mainz-Rheinallee;"urban area";traffic;24;34
Rhineland-Palatinate;DERP018;Speyer-St.-Guido-Stifts-Platz;"urban area";traffic;22;23
Rhineland-Palatinate;DERP020;Trier-Ostallee;"urban area";traffic;22;15
Rhineland-Palatinate;DERP023;Worms-Hagenstraße;"urban area";traffic;26;31
Rhineland-Palatinate;DERP035;Kaiserslautern-Marienplatz;"urban area";traffic;21;17
Rhineland-Palatinate;DERP041;Ludwigshafen-Heinigstraße;"urban area";traffic;27;29
Rhineland-Palatinate;DERP045;"Koblenz-Hohenfelder Straße";"urban area";traffic;23;22
Rhineland-Palatinate;DERP046;Neuwied-Hermannstraße;"urban area";traffic;22;18
Saarland;DESL020;Saarbrücken-Verkehr;"urban area";traffic;28;34
Schleswig-Holstein;DESH022;Flensburg;"urban area";traffic;25;23
Schleswig-Holstein;DESH025;"Itzehoe Lindenstr.";"urban area";traffic;25;21
Schleswig-Holstein;DESH026;"Lübeck Gr. Burgstr.";"urban area";traffic;24;24
Schleswig-Holstein;DESH027;"Kiel-Bahnhofstr. Verk.";"urban area";traffic;26;30
Schleswig-Holstein;DESH028;Ratzeburg;"urban area";traffic;25;19
Saxony;DESN006;Borna;"urban area";traffic;26;32
Saxony;DESN020;Görlitz;"urban area";traffic;30;46
Saxony;DESN025;Leipzig-Mitte;"urban area";traffic;35;63
Saxony;DESN061;Dresden-Nord;"urban area";traffic;29;42
Saxony;DESN075;Plauen-Süd;"urban area";traffic;23;29
Saxony;DESN077;"Leipzig Lützner Str.";"urban area";traffic;34;69
Saxony;DESN083;"Chemnitz-Leipziger Str.";"urban area";traffic;29;39
Saxony;DESN084;Dresden-Bergstr.;"urban area";traffic;31;46
Saxony;DESN091;"Zwickau-Werdauer Str.";"urban area";traffic;32;53
Saxony-Anhalt;DEST075;"Halle/Merseburger Strasse";"urban area";traffic;28;41
Saxony-Anhalt;DEST076;Magdeburg/Damaschkeplatz;"urban area";traffic;27;33
Saxony-Anhalt;DEST081;Weißenfels/Promenade;"urban area";traffic;27;32
Saxony-Anhalt;DEST091;"Dessau Albrechtsplatz";"urban area";traffic;26;35
Saxony-Anhalt;DEST092;"Wittenberg/Dessauer Strasse";"urban area";traffic;29;48
Saxony-Anhalt;DEST095;Aschersleben;"urban area";traffic;28;42
Saxony-Anhalt;DEST099;Magdeburg/Reuterallee;"urban area";traffic;32;53
Saxony-Anhalt;DEST101;Halberstadt/Friedenstrasse;"urban area";traffic;29;39
Saxony-Anhalt;DEST102;Halle/Paracelsusstr.;"urban area";traffic;35;59
Saxony-Anhalt;DEST103;"Magdeburg Schleinufer";"urban area";traffic;32;51
Thuringia;DETH043;"Erfurt Bergstr.";"urban area";traffic;29;40
Thuringia;DETH072;"Suhl F.-König-Str";"urban area";traffic;19;9
Thuringia;DETH083;"Weimar Steubenstr.";"urban area";traffic;30;46
Thuringia;DETH084;"Weimar K.-Liebknecht-Str.";"urban area";traffic;26;30
Thuringia;DETH091;"Mühlhausen Wanfrieder Str";"urban area";traffic;32;56
Thuringia;DETH094;"Mühlhausen Kiliansgr.";"urban area";traffic;27;37
Hamburg;DEHH015;"Hamburg Veddel";"urban area";industry;25;19
Hamburg;DEHH016;"Hamburg Billbrook";"urban area";industry;26;18
Hamburg;DEHH072;"Hamburg Finkenwerder West";"urban area";industry;22;18
"North Rhine-Westphalia";DENW021;Bottrop-Welheim;"urban area";industry;28;44
"North Rhine-Westphalia";DENW034;Duisburg-Walsum;"urban area";industry;27;40
"North Rhine-Westphalia";DENW102;Duisburg-Bruckhausen;"urban area";industry;35;56
"North Rhine-Westphalia";DENW115;Krefeld-Stahldorf;"urban area";industry;28;24
"North Rhine-Westphalia";DENW117;Bochum-Stahlhausen;"urban area";industry;28;35
"North Rhine-Westphalia";DENW131;"Duisburg Kiebitzmühlenstraße";"urban area";industry;34;52
"North Rhine-Westphalia";DENW181;Warstein;"urban area";industry;24;32
"North Rhine-Westphalia";DENW194;"Duisburg-Hüttenheim Klettenweg";"urban area";industry;29;27
"North Rhine-Westphalia";DENW245;"Stolberg Heinrich-Böll-Platz";"urban area";industry;22;18
"North Rhine-Westphalia";DENW246;"Lünen Viktoriastraße";"urban area";industry;27;34
"North Rhine-Westphalia";DENW254;"Duisburg Bergstraße 48";"urban area";industry;29;39
"North Rhine-Westphalia";DENW301;"Mülheim Hofackerstraße 46-48";"urban area";industry;26;31
Rhineland-Palatinate;DERP003;Ludwigshafen-Mundenheim;"urban area";industry;25;25
Saarland;DESL003;"Dillingen City";"urban area";industry;20;10
Brandenburg;DEBB021;Potsdam-Zentrum;"urban area";background;22;27
Brandenburg;DEBB064;Cottbus;"urban area";background;25;39
Berlin;DEBE010;"Berlin Wedding";"urban area";background;26;34
Berlin;DEBE034;"Berlin Neukölln";"urban area";background;25;31
Berlin;DEBE068;"Berlin Mitte";"urban area";background;25;33
Baden-Württemberg;DEBW006;Mannheim-Mitte;"urban area";background;23;20
Baden-Württemberg;DEBW009;Heidelberg;"urban area";background;20;14
Baden-Württemberg;DEBW013;"Stuttgart-Bad Cannstatt";"urban area";background;20;11
Baden-Württemberg;DEBW015;Heilbronn;"urban area";background;27;28
Baden-Württemberg;DEBW019;Ulm;"urban area";background;20;12
Baden-Württemberg;DEBW027;Reutlingen;"urban area";background;18;8
Baden-Württemberg;DEBW033;Pforzheim;"urban area";background;19;10
Baden-Württemberg;DEBW038;Friedrichshafen;"urban area";background;19;4
Baden-Württemberg;DEBW052;Konstanz;"urban area";background;20;9
Baden-Württemberg;DEBW081;Karlsruhe-Nordwest;"urban area";background;20;14
Baden-Württemberg;DEBW084;Freiburg;"urban area";background;17;7
Bavaria;DEBY007;Augsburg/Bourges-Platz;"urban area";background;23;21
Bavaria;DEBY009;Bamberg/Löwenbrücke;"urban area";background;21;15
Bavaria;DEBY032;Kulmbach/Konrad-Adenauer-Straße;"urban area";background;23;27
Bavaria;DEBY039;München/Lothstraße;"urban area";background;22;11
Bavaria;DEBY052;Neu-Ulm/Gabelsbergerstraße;"urban area";background;23;20
Bavaria;DEBY068;Schweinfurt/Obertor;"urban area";background;22;16
Bavaria;DEBY075;"Weiden i.d.OPf./Nikolaistraße";"urban area";background;21;18
Bavaria;DEBY118;Passau/Stelzhamerstraße;"urban area";background;25;29
Bremen;DEHB004;Bremen-Nord;"urban area";background;20;14
Bremen;DEHB005;Bremerhaven-Hansastraße;"urban area";background;21;11
Bremen;DEHB012;Bremen-Oslebshausen;"urban area";background;19;6
Hesse;DEHE001;Darmstadt;"urban area";background;16;3
Hesse;DEHE005;Frankfurt-Höchst;"urban area";background;20;9
Hesse;DEHE008;"Frankfurt Ost";"urban area";background;21;9
Hesse;DEHE009;Frankfurt-Sindlingen;"urban area";background;22;20
Hesse;DEHE011;Hanau;"urban area";background;20;8
Hesse;DEHE013;"Kassel Mitte";"urban area";background;23;22
Hesse;DEHE018;Raunheim;"urban area";background;19;8
Hesse;DEHE020;Wetzlar;"urban area";background;25;29
Hesse;DEHE022;"Wiesbaden Süd";"urban area";background;20;10
Hesse;DEHE030;Marburg;"urban area";background;18;7
Hesse;DEHE032;Bebra;"urban area";background;18;10
Hesse;DEHE044;Limburg;"urban area";background;21;14
Hesse;DEHE045;Michelstadt;"urban area";background;19;4
Hesse;DEHE058;Fulda-Mitte;"urban area";background;19;8
Hamburg;DEHH008;"Hamburg Sternschanze";"urban area";background;29;40
Hamburg;DEHH033;"Hamburg Flughafen Nord";"urban area";background;24;22
Hamburg;DEHH059;"Hamburg Wilhelmsburg";"urban area";background;26;21
Hamburg;DEHH074;"Hamburg Billstedt";"urban area";background;24;18
"Mecklenburg-West Pomerania";DEMV019;Güstrow;"urban area";background;21;20
"Mecklenburg-West Pomerania";DEMV021;Rostock-Warnemünde;"urban area";background;23;22
"Lower Saxony";DENI038;Osnabrück;"urban area";background;19;12
"Lower Saxony";DENI054;Hannover;"urban area";background;20;14
"North Rhine-Westphalia";DENW008;Dortmund-Eving;"urban area";background;25;32
"North Rhine-Westphalia";DENW024;Essen-Vogelheim;"urban area";background;30;37
"North Rhine-Westphalia";DENW038;Mülheim-Styrum;"urban area";background;26;35
"North Rhine-Westphalia";DENW042;Krefeld-Linn;"urban area";background;26;25
"North Rhine-Westphalia";DENW053;Köln-Chorweiler;"urban area";background;22;22
"North Rhine-Westphalia";DENW067;Bielefeld-Ost;"urban area";background;23;18
"North Rhine-Westphalia";DENW071;Düsseldorf-Lörick;"urban area";background;25;21
"North Rhine-Westphalia";DENW094;Aachen-Burtscheid;"urban area";background;19;10
"North Rhine-Westphalia";DENW095;Münster-Geist;"urban area";background;23;15
"North Rhine-Westphalia";DENW114;Wuppertal-Langerfeld;"urban area";background;23;14
"North Rhine-Westphalia";DENW179;Schwerte;"urban area";background;22;17
Rhineland-Palatinate;DERP001;Ludwigshafen-Oppau;"urban area";background;22;22
Rhineland-Palatinate;DERP007;Mainz-Mombach;"urban area";background;19;19
Rhineland-Palatinate;DERP008;Mainz-Goetheplatz;"urban area";background;22;26
Rhineland-Palatinate;DERP009;Mainz-Zitadelle;"urban area";background;23;26
Rhineland-Palatinate;DERP021;Neuwied-Hafenstraße;"urban area";background;21;15
Rhineland-Palatinate;DERP022;"Bad Kreuznach-Bosenheimer Straße";"urban area";background;20;19
Rhineland-Palatinate;DERP025;Wörth-Marktplatz;"urban area";background;19;17
Rhineland-Palatinate;DERP042;"Pirmasens Schäferstr.";"urban area";background;19;11
Saarland;DESL010;Saarbrücken-Burbach;"urban area";background;21;13
Saarland;DESL012;Saarbrücken-City;"urban area";background;23;19
Saarland;DESL017;"Völklingen-City Stadionstr.";"urban area";background;20;11
Schleswig-Holstein;DESH023;"Lübeck-St. Jürgen";"urban area";background;22;17
Schleswig-Holstein;DESH033;Kiel-Max-Planck-Str.;"urban area";background;23;17
Schleswig-Holstein;DESH035;"Brunsbüttel-Cuxhavener Straße";"urban area";background;25;24
Saxony;DESN004;Bautzen;"urban area";background;24;23
Saxony;DESN011;Chemnitz-Mitte;"urban area";background;22;23
Saxony;DESN017;Freiberg;"urban area";background;24;28
Saxony;DESN019;Glauchau;"urban area";background;22;23
Saxony;DESN024;Klingenthal;"urban area";background;17;9
Saxony;DESN092;Dresden-Winckelmannstr.;"urban area";background;22;29
Saxony-Anhalt;DEST011;Wernigerode/Bahnhof;"urban area";background;22;15
Saxony-Anhalt;DEST028;Zeitz;"urban area";background;23;24
Saxony-Anhalt;DEST044;Halberstadt;"urban area";background;23;24
Saxony-Anhalt;DEST050;Halle/Nord;"urban area";background;25;30
Saxony-Anhalt;DEST066;Wittenberg/Bahnstrasse;"urban area";background;22;25
Saxony-Anhalt;DEST077;Magdeburg/West;"urban area";background;25;31
Saxony-Anhalt;DEST105;"Stendal Stadtsee";"urban area";background;22;19
Thuringia;DETH005;Saalfeld;"urban area";background;23;25
Thuringia;DETH009;"Gera Friedericistr.";"urban area";background;25;30
Thuringia;DETH011;"Altenburg Theaterplatz";"urban area";background;22;24
Thuringia;DETH013;"Eisenach Werneburgstr.";"urban area";background;22;23
Thuringia;DETH018;Nordhausen;"urban area";background;23;24
Thuringia;DETH020;"Erfurt Krämpferstr.";"urban area";background;23;21
Thuringia;DETH036;"Greiz Mollbergstr.";"urban area";background;23;23
Thuringia;DETH041;"Jena Dammstr.";"urban area";background;24;22
Thuringia;DETH060;Zella-Mehlis;"urban area";background;21;14
Thuringia;DETH093;"Weimar Schwanseestr.";"urban area";background;21;18
Thuringia;DETH095;"Mühlhausen Bastmarkt";"urban area";background;23;26
Baden-Württemberg;DEBW125;"Pfinztal Karlsruher Straße";"suburban area";traffic;26;24
Baden-Württemberg;DEBW128;"Mühlacker Stuttgarter Straße";"suburban area";traffic;28;30
Baden-Württemberg;DEBW133;"Ilsfeld König-Wilhelm-Straße";"suburban area";traffic;28;37
Baden-Württemberg;DEBW142;"Markgröningen Grabenstraße";"suburban area";traffic;32;55
Baden-Württemberg;DEBW144;"Walzbachtal Bahnhofstraße";"suburban area";traffic;27;28
Baden-Württemberg;DEBW148;"Ingersheim Tiefengasse";"suburban area";traffic;28;37
Baden-Württemberg;DEBW149;"Urbach Hauptstraße";"suburban area";traffic;27;34
Baden-Württemberg;DEBW150;"Murg Hauptstraße";"suburban area";traffic;26;28
"Lower Saxony";DENI071;Barbis-Verkehr;"suburban area";traffic;21;17
"Lower Saxony";DENI072;Burgdorf-Verkehr;"suburban area";traffic;25;29
Brandenburg;DEBB029;"Schwedt (Oder)";"suburban area";industry;23;31
Brandenburg;DEBB032;Eisenhüttenstadt;"suburban area";industry;26;41
Baden-Württemberg;DEBW005;Mannheim-Nord;"suburban area";industry;21;14
Baden-Württemberg;DEBW022;Kehl;"suburban area";industry;22;12
Bremen;DEHB010;IGWEST;"suburban area";industry;26;25
Hesse;DEHE095;"Wetzlar Im Köhlersgarten";"suburban area";industry;35;56
"Lower Saxony";DENI053;Südoldenburg;"suburban area";industry;21;18
"North Rhine-Westphalia";DENW058;Hürth;"suburban area";industry;25;19
"North Rhine-Westphalia";DENW116;"Krefeld (Hafen)";"suburban area";industry;30;46
"North Rhine-Westphalia";DENW180;Grevenbroich-Gustorf;"suburban area";industry;28;34
Rhineland-Palatinate;DERP047;Trier-Pfalzel;"suburban area";industry;21;18
Saxony-Anhalt;DEST015;Bitterfeld/Wolfen;"suburban area";industry;24;29
Saxony-Anhalt;DEST090;Leuna;"suburban area";industry;24;25
Saxony-Anhalt;DEST097;"Hettstedt Industrie";"suburban area";industry;22;23
Brandenburg;DEBB007;"Elsterwerda, 1992-2020";"suburban area";background;26;43
Brandenburg;DEBB042;"Frankfurt (Oder), 1997-2014";"suburban area";background;26;37
Brandenburg;DEBB048;Neuruppin;"suburban area";background;23;25
Brandenburg;DEBB055;"Brandenburg a.d. Havel";"suburban area";background;23;30
Brandenburg;DEBB063;Wittenberge;"suburban area";background;22;21
Brandenburg;DEBB067;Nauen;"suburban area";background;24;27
Brandenburg;DEBB075;"Potsdam, Groß Glienicke";"suburban area";background;21;22
Brandenburg;DEBB082;"Königs Wusterhausen";"suburban area";background;24;34
Brandenburg;DEBB083;Spremberg;"suburban area";background;25;35
Berlin;DEBE051;"Berlin Buch";"suburban area";background;21;26
Baden-Württemberg;DEBW010;Wiesloch;"suburban area";background;19;8
Baden-Württemberg;DEBW023;"Weil am Rhein";"suburban area";background;18;7
Baden-Württemberg;DEBW024;Ludwigsburg;"suburban area";background;20;9
Baden-Württemberg;DEBW029;Aalen;"suburban area";background;19;8
Baden-Württemberg;DEBW039;Villingen-Schwenningen;"suburban area";background;16;1
Baden-Württemberg;DEBW042;Bernhausen;"suburban area";background;21;11
Baden-Württemberg;DEBW046;Biberach;"suburban area";background;20;16
Baden-Württemberg;DEBW056;"Schwäbisch Hall";"suburban area";background;19;10
Baden-Württemberg;DEBW059;Tauberbischofsheim;"suburban area";background;18;8
Baden-Württemberg;DEBW073;Neuenburg;"suburban area";background;20;9
Baden-Württemberg;DEBW107;Tübingen;"suburban area";background;19;7
Baden-Württemberg;DEBW112;Gärtringen;"suburban area";background;17;7
Bavaria;DEBY002;Arzberg/Egerstraße;"suburban area";background;19;16
Bavaria;DEBY005;Aschaffenburg/Bussardweg;"suburban area";background;21;13
Bavaria;DEBY012;"Burghausen/Marktler Straße";"suburban area";background;23;27
Bavaria;DEBY030;"Saal a.d. Donau/Regensburger Straße";"suburban area";background;21;11
Bavaria;DEBY031;"Kempten (Allgäu)/Westendstraße";"suburban area";background;18;6
Bavaria;DEBY062;"Regen/Bodenmaiser Straße";"suburban area";background;19;7
Bavaria;DEBY067;"Schwandorf/Wackersdorfer Straße";"suburban area";background;22;20
Bavaria;DEBY088;Trostberg/Schwimmbadstraße;"suburban area";background;20;14
Bavaria;DEBY089;München/Johanneskirchen;"suburban area";background;21;9
Bavaria;DEBY093;Sulzbach-Rosenberg/Lohe;"suburban area";background;23;24
Bavaria;DEBY099;Augsburg/LfU;"suburban area";background;21;11
Bavaria;DEBY113;Erlangen/Kraepelinstraße;"suburban area";background;20;12
"Mecklenburg-West Pomerania";DEMV007;Rostock-Stuthof;"suburban area";background;21;22
"Lower Saxony";DENI011;Braunschweig;"suburban area";background;20;16
"Lower Saxony";DENI016;Oker/Harlingerode;"suburban area";background;15;10
"Lower Saxony";DENI020;Wolfsburg;"suburban area";background;18;13
"Lower Saxony";DENI028;Eichsfeld;"suburban area";background;16;8
"Lower Saxony";DENI029;Ostfriesland;"suburban area";background;21;13
"Lower Saxony";DENI041;Weserbergland;"suburban area";background;21;16
"Lower Saxony";DENI042;Göttingen;"suburban area";background;15;7
"Lower Saxony";DENI043;Emsland;"suburban area";background;20;15
"Lower Saxony";DENI052;Allertal;"suburban area";background;21;16
"Lower Saxony";DENI062;"Lüneburger Heide";"suburban area";background;17;11
"North Rhine-Westphalia";DENW002;Datteln-Hagem;"suburban area";background;23;23
"North Rhine-Westphalia";DENW006;Lünen-Niederaden;"suburban area";background;26;26
"North Rhine-Westphalia";DENW022;Gelsenkirchen-Bismarck;"suburban area";background;26;36
"North Rhine-Westphalia";DENW029;Hattingen-Blankenstein;"suburban area";background;23;20
"North Rhine-Westphalia";DENW030;Wesel-Feldmark;"suburban area";background;24;23
"North Rhine-Westphalia";DENW040;Duisburg-Buchholz;"suburban area";background;25;23
"North Rhine-Westphalia";DENW059;Köln-Rodenkirchen;"suburban area";background;23;16
"North Rhine-Westphalia";DENW062;Bonn-Auerberg;"suburban area";background;23;14
"North Rhine-Westphalia";DENW078;Ratingen-Tiefenbroich;"suburban area";background;23;19
"North Rhine-Westphalia";DENW079;Leverkusen-Manfort;"suburban area";background;21;11
"North Rhine-Westphalia";DENW080;Solingen-Wald;"suburban area";background;20;12
"North Rhine-Westphalia";DENW096;Mönchengladbach-Rheydt;"suburban area";background;23;21
Saarland;DESL013;Saarlouis-Fraulautern;"suburban area";background;22;16
Saxony;DESN045;Zittau-Ost;"suburban area";background;25;32
Saxony;DESN059;Leipzig-West;"suburban area";background;22;24
Saxony-Anhalt;DEST002;Burg;"suburban area";background;24;28
Saxony-Anhalt;DEST029;Bernburg;"suburban area";background;26;32
Thuringia;DETH096;"Sömmerda Wielandstr.";"suburban area";background;20;19
"Lower Saxony";DENI070;Salzgitter-Drütte;"rural area";industry;20;16
"North Rhine-Westphalia";DENW300;Inden-Schophoven;"rural area";industry;27;26
Rhineland-Palatinate;DERP043;Braubach;"rural area";industry;19;14
Hesse;DEHE024;Witzenhausen/Wald;"rural area";background;14;4
Hesse;DEHE028;Fürth/Odenwald;"rural area";background;15;3
Hesse;DEHE046;"Bad Arolsen";"rural area";background;18;10
Hesse;DEHE051;Wasserkuppe;"rural area";background;12;1
Hesse;DEHE052;"Kleiner Feldberg";"rural area";background;12;0
"Mecklenburg-West Pomerania";DEMV012;Löcknitz;"rural area";background;20;26
"Mecklenburg-West Pomerania";DEMV017;Göhlen;"rural area";background;21;16
"Mecklenburg-West Pomerania";DEMV024;Leizen;"rural area";background;18;16
"Lower Saxony";DENI031;Jadebusen;"rural area";background;18;13
"Lower Saxony";DENI051;Wurmberg;"rural area";background;8;0
"Lower Saxony";DENI058;"Ostfries. Inseln";"rural area";background;19;10
"Lower Saxony";DENI059;Elbmündung;"rural area";background;20;17
"Lower Saxony";DENI060;Wendland;"rural area";background;18;19
"Lower Saxony";DENI063;"Altes Land";"rural area";background;20;17
